id,stroke_id,tee_position_x,tee_position_y,tee_position_z,player_dexterity,dynamic_lie,impact_offset,impact_height,attack_angle,launch_direction,ball_speed,club_path,club_speed,dynamic_loft,face_angle,face_to_path,launch_angle,smash_factor,spin_axis,spin_loft,spin_rate,swing_direction,swing_plane,swing_radius,dplane_tilt,low_point_distance,low_point_height,low_point_side,max_height,carry,total,carry_side,total_side,landing_angle,hang_time,last_data,curve,reduced_accuracy,ball_trajectory,club_trajectory
e74451ac-bc01-4916-99d5-d8dd9bd0fee2,e74451ac-bc01-4916-99d5-d8dd9bd0fee2,2.19191604,-0.1700321757,0.05703763464,Right,61.9,0.0215,0.002,-4.2,1.307,30.5766,5.6,28.787,43.253,-0.937,-6.537,30.591,1.0622,-6.294,47.939,8610.0,3.594,64.749,0.93,-6.369,0.084,-0.003,0.007,15.537,69.538,71.946,-0.815,-0.888,46.761815,4.065377,3.821,-2.401,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 7.43479679026145, ""Y"": 4.304169576582537, ""Z"": 0.13867203686939122}, {""X"": 12.979564885045203, ""Y"": 7.317782563617933, ""Z"": 0.2006705355679234}, {""X"": 18.122982376113193, ""Y"": 9.864728844597888, ""Z"": 0.22594378562254872}, {""X"": 22.930433297526335, ""Y"": 11.940045229823076, ""Z"": 0.2217317076289131}, {""X"": 27.457336540236337, ""Y"": 13.542139711333908, ""Z"": 0.1939299026074226}, {""X"": 31.750388663579276, ""Y"": 14.672452808250986, ""Z"": 0.14731137272741615}, {""X"": 35.401919159783375, ""Y"": 15.284357223775585, ""Z"": 0.09320641872992076}, {""X"": 39.354870423914996, ""Y"": 15.536431520727104, ""Z"": 0.0209469172956816}, {""X"": 42.75249842023521, ""Y"": 15.378714451003171, ""Z"": -0.05140606089878921}, {""X"": 46.46572850165542, ""Y"": 14.779885070456663, ""Z"": -0.1399972246789867}, {""X"": 50.08286390946767, ""Y"": 13.744022438133467, ""Z"": -0.23447876177849244}, {""X"": 53.62143011865115, ""Y"": 12.280585503081161, ""Z"": -0.3333086057649055}, {""X"": 57.479966544796426, ""Y"": 10.163609226260387, ""Z"": -0.44657195349567774}, {""X"": 61.65817463241983, ""Y"": 7.249035419703494, ""Z"": -0.5734278862919424}, {""X"": 65.41727662495857, ""Y"": 4.0729202592680895, ""Z"": -0.6891492521271072}, {""X"": 69.53263911585678, ""Y"": 0.0012036957886607524, ""Z"": -0.8151293707458684}, {""X"": 69.84552457234356, ""Y"": 0.6893785385826305, ""Z"": -0.8246171559938953}, {""X"": 70.14914144526519, ""Y"": 0.9103779232626295, ""Z"": -0.8338238852554527}, {""X"": 70.4599014574823, ""Y"": 0.6761477625141055, ""Z"": -0.8432472195717063}, {""X"": 70.76026921616176, ""Y"": 5.813534315279867e-05, ""Z"": -0.8523554242373717}, {""X"": 71.02237292810763, ""Y"": 0.17123031057317917, ""Z"": -0.8603033287470491}, {""X"": 71.28378205764373, ""Y"": 0.0, ""Z"": -0.8682301709125503}, {""X"": 71.93620971467534, ""Y"": 0.0, ""Z"": -0.8880140674437014}]",[]
ad2565b2-381d-4c11-b01b-1224033cbd04,ad2565b2-381d-4c11-b01b-1224033cbd04,2.125607359,-0.1654301837,0.004467455412,Right,62.3,0.026,0.0049,-3.2,1.009,27.3827,5.4,27.87,44.292,-1.513,-6.913,30.844,0.9825,-6.545,47.94,8190.0,4.34,71.725,0.882,-6.606,0.058,-0.002,0.005,12.311,58.952,62.243,-0.73,-0.828,44.138194,3.588318,3.92,-1.768,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 9.936086595695143, ""Y"": 5.5627113294764765, ""Z"": 0.11651004366611936}, {""X"": 14.19647418863982, ""Y"": 7.619605357650977, ""Z"": 0.13035162981214526}, {""X"": 18.226225293524763, ""Y"": 9.301803691633335, ""Z"": 0.123786586172473}, {""X"": 22.059482307525464, ""Y"": 10.609429102554637, ""Z"": 0.10039839650656728}, {""X"": 25.725656792129524, ""Y"": 11.54432487739872, ""Z"": 0.0631714964920431}, {""X"": 29.249949961132227, ""Y"": 12.109884326506693, ""Z"": 0.014582528516772341}, {""X"": 32.6538700672774, ""Y"": 12.310827881761165, ""Z"": -0.04331584733533662}, {""X"": 35.593403215624086, ""Y"": 12.187995374434209, ""Z"": -0.10121141643568417}, {""X"": 38.8177944471714, ""Y"": 11.716562615045655, ""Z"": -0.17226890900080025}, {""X"": 41.62116905761625, ""Y"": 11.006601013183053, ""Z"": -0.2397419850969834}, {""X"": 44.71536033128727, ""Y"": 9.886808061535469, ""Z"": -0.3195265070374668}, {""X"": 48.092060234934046, ""Y"": 8.251259167854016, ""Z"": -0.4118815605962038}, {""X"": 51.74792345110292, ""Y"": 5.984616038037073, ""Z"": -0.5166151070664702}, {""X"": 55.360042750405896, ""Y"": 3.233971750511497, ""Z"": -0.6232133270001052}, {""X"": 58.94644867295519, ""Y"": 0.0012267098988871794, ""Z"": -0.7302178355618768}, {""X"": 59.35403682204693, ""Y"": 0.6362599806870577, ""Z"": -0.742368312267532}, {""X"": 59.749311610055635, ""Y"": 0.8401545538602875, ""Z"": -0.7541517194009965}, {""X"": 60.15363924173854, ""Y"": 0.6239317576981875, ""Z"": -0.766204997888404}, {""X"": 60.544458635607995, ""Y"": 6.880357136651583e-05, ""Z"": -0.7778555866171966}, {""X"": 60.88911616273782, ""Y"": 0.16081027102056566, ""Z"": -0.7881300591702939}, {""X"": 61.23263843101852, ""Y"": 0.0, ""Z"": -0.7983706888442893}, {""X"": 62.23106914740107, ""Y"": 0.0, ""Z"": -0.8281345796440728}]",[]
0dc2bd20-de78-48be-87a8-04d07e83f70f,0dc2bd20-de78-48be-87a8-04d07e83f70f,2.026002967,-0.160865398,-0.01874396176,Right,62.2,0.0101,-0.0017,-5.8,0.477,32.1243,3.0,28.372,38.891,-0.656,-3.656,27.417,1.1323,-3.756,45.007,8160.0,-0.032,63.365,1.03,-3.922,0.128,-0.006,0.003,15.07,75.19,79.114,-0.979,-1.08,44.310718,4.091938,3.862,-1.604,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 8.114670772913122, ""Y"": 4.1312466456007995, ""Z"": 0.04734675590047302}, {""X"": 14.814212347287542, ""Y"": 7.3356696788323426, ""Z"": 0.05509421264363123}, {""X"": 20.385097840192472, ""Y"": 9.754770645152735, ""Z"": 0.03935898814650846}, {""X"": 25.591467001423055, ""Y"": 11.724308129521322, ""Z"": 0.006431692555947908}, {""X"": 30.490945182257754, ""Y"": 13.239622709667977, ""Z"": -0.04030217558728524}, {""X"": 35.13257579936155, ""Y"": 14.299676910854444, ""Z"": -0.09809294746703762}, {""X"": 39.0756918487997, ""Y"": 14.86140105986772, ""Z"": -0.156937164069491}, {""X"": 43.33812773484784, ""Y"": 15.069430888347298, ""Z"": -0.22989368518244224}, {""X"": 46.99590787335623, ""Y"": 14.882689053537256, ""Z"": -0.29959267024670816}, {""X"": 50.54900405057841, ""Y"": 14.352043485444478, ""Z"": -0.37295021465660017}, {""X"": 54.012798448442005, ""Y"": 13.483768668525084, ""Z"": -0.44923501139696115}, {""X"": 57.81950938511517, ""Y"": 12.111449190588258, ""Z"": -0.5377724901436158}, {""X"": 61.9571933900178, ""Y"": 10.105852332473926, ""Z"": -0.6386058842315774}, {""X"": 66.42136878294343, ""Y"": 7.327125055924494, ""Z"": -0.7514100561218574}, {""X"": 70.82072945907005, ""Y"": 3.9576694241615353, ""Z"": -0.8650738893732529}, {""X"": 75.18275005004553, ""Y"": 0.0014958153170567812, ""Z"": -0.978511463799861}, {""X"": 75.663899948977, ""Y"": 0.6788035935669114, ""Z"": -0.9909996173499346}, {""X"": 76.13020233142558, ""Y"": 0.896223383252277, ""Z"": -1.0031024064505405}, {""X"": 76.60686273157762, ""Y"": 0.66550760543727, ""Z"": -1.0154740359179275}, {""X"": 77.06728927902212, ""Y"": 8.699850052096281e-05, ""Z"": -1.0274243188503165}, {""X"": 77.47013671200085, ""Y"": 0.1688469657797782, ""Z"": -1.0378801468807273}, {""X"": 77.8714521630702, ""Y"": 0.0, ""Z"": -1.0482962125917696}, {""X"": 79.09882950428486, ""Y"": 0.0, ""Z"": -1.0801525566045862}]",[]
377a4046-f34f-41e7-875a-11e36dccc49d,377a4046-f34f-41e7-875a-11e36dccc49d,2.098699709,-0.1624812839,0.008599123005,Right,61.3,0.0201,0.0001,-5.2,0.458,32.8747,4.0,28.5,38.153,-1.091,-5.091,27.156,1.1535,-5.401,43.761,8030.0,1.163,62.516,0.99,-5.652,0.111,-0.005,0.005,15.657,77.848,81.917,-1.833,-2.007,44.578803,4.18267,3.768,-2.455,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 8.494751825908969, ""Y"": 4.286482741371907, ""Z"": 0.036722753240475206}, {""X"": 15.487172423569664, ""Y"": 7.614860673023673, ""Z"": 0.01839632797979289}, {""X"": 21.28701879207539, ""Y"": 10.12926187734622, ""Z"": -0.031113894517557507}, {""X"": 26.695605768180638, ""Y"": 12.177306557331645, ""Z"": -0.10543199767876255}, {""X"": 31.775433275621182, ""Y"": 13.75348460619934, ""Z"": -0.1995199385358975}, {""X"": 36.57959920309126, ""Y"": 14.856309391287228, ""Z"": -0.3093124307414383}, {""X"": 40.65495883955404, ""Y"": 15.440761064674785, ""Z"": -0.41743451112745916}, {""X"": 45.05494058510262, ""Y"": 15.657278094791428, ""Z"": -0.5485051381161645}, {""X"": 48.82679954219959, ""Y"": 15.463149620716232, ""Z"": -0.6717178507355612}, {""X"": 52.487685056738464, ""Y"": 14.911399197282858, ""Z"": -0.7999341857274914}, {""X"": 56.05412102019972, ""Y"": 14.008679188079297, ""Z"": -0.932101232652017}, {""X"": 59.97136460686951, ""Y"": 12.58216036596059, ""Z"": -1.084388280079076}, {""X"": 64.22714206956545, ""Y"": 10.49780133527795, ""Z"": -1.2567525677864142}, {""X"": 68.81718600153448, ""Y"": 7.610637153462795, ""Z"": -1.448616858461908}, {""X"": 73.33997488067112, ""Y"": 4.110472885003818, ""Z"": -1.6412697356556343}, {""X"": 77.82479283383228, ""Y"": 0.0015390335435228053, ""Z"": -1.833197429992208}, {""X"": 78.30928734190098, ""Y"": 0.6754656725993016, ""Z"": -1.8538819626319616}, {""X"": 78.8045112865597, ""Y"": 0.9077284660883862, ""Z"": -1.8750245672982415}, {""X"": 79.29733868818343, ""Y"": 0.6739814728020406, ""Z"": -1.8960648563097364}, {""X"": 79.77326721199222, ""Y"": 8.590294000043741e-05, ""Z"": -1.9163836806844934}, {""X"": 80.18900952083288, ""Y"": 0.17048461995528896, ""Z"": -1.9341329744724864}, {""X"": 80.60312400639553, ""Y"": 0.0, ""Z"": -1.9518127715529814}, {""X"": 81.88388330031476, ""Y"": 0.0, ""Z"": -2.0064922508424834}]",[]
1a188852-66bf-4675-9bd3-4e7295d6bc91,1a188852-66bf-4675-9bd3-4e7295d6bc91,2.107739401,-0.1657387178,0.02081846457,Right,64.3,0.0217,-0.0009,-7.4,1.072,31.8486,3.0,27.848,36.746,0.253,-2.747,25.495,1.1437,-2.858,44.302,7920.0,-0.759,63.589,0.959,-3.034,0.148,-0.009,0.003,13.419,74.077,79.243,0.233,0.195,41.570953,3.907939,3.721,-1.153,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 7.845873922823687, ""Y"": 3.660067641500476, ""Z"": 0.13313920901608553}, {""X"": 14.37315083468145, ""Y"": 6.504670152880361, ""Z"": 0.22236574366338363}, {""X"": 19.83184919260214, ""Y"": 8.656476163125756, ""Z"": 0.28158173000577813}, {""X"": 24.95566948265854, ""Y"": 10.412258139907074, ""Z"": 0.32436229051757276}, {""X"": 29.793982197363217, ""Y"": 11.766800611295865, ""Z"": 0.3535575374149371}, {""X"": 34.38941128056344, ""Y"": 12.718091145768447, ""Z"": 0.37154274444635627}, {""X"": 38.29999488991309, ""Y"": 13.225754473123468, ""Z"": 0.37971884500065883}, {""X"": 42.53193222964104, ""Y"": 13.41953558616157, ""Z"": 0.38162551029682223}, {""X"": 46.16568541277637, ""Y"": 13.260251500665536, ""Z"": 0.3779062157057114}, {""X"": 49.69589646053323, ""Y"": 12.793606536686957, ""Z"": 0.3699370425183814}, {""X"": 53.13656018371711, ""Y"": 12.024743975180757, ""Z"": 0.35840697197980975}, {""X"": 56.49993239079839, ""Y"": 10.959112489922168, ""Z"": 0.3439116592983482}, {""X"": 61.01829528347909, ""Y"": 9.019168105927745, ""Z"": 0.3200943585844045}, {""X"": 65.43702518815327, ""Y"": 6.540856046445638, ""Z"": 0.29287655068042256}, {""X"": 69.78105459160551, ""Y"": 3.5332820223678976, ""Z"": 0.2633822418448554}, {""X"": 74.07531061607851, ""Y"": 0.001622954415651634, ""Z"": 0.2327167578001918}, {""X"": 74.66347100094491, ""Y"": 0.6393457124561479, ""Z"": 0.22847185256497934}, {""X"": 75.2641566881137, ""Y"": 0.8591016051654208, ""Z"": 0.22413654899180416}, {""X"": 75.84575264141806, ""Y"": 0.6493245329271389, ""Z"": 0.21993902095293857}, {""X"": 76.43805201448357, ""Y"": 9.368393770614603e-05, ""Z"": 0.21566424352936206}, {""X"": 76.9450870590479, ""Y"": 0.16319298988945263, ""Z"": 0.21200484080766657}, {""X"": 77.44975784369302, ""Y"": 0.0, ""Z"": 0.20836250155442473}, {""X"": 79.23102074658668, ""Y"": 0.0, ""Z"": 0.1955066676425814}]",[]
8e303adf-fcec-43c3-ae73-4c8a4d464f33,8e303adf-fcec-43c3-ae73-4c8a4d464f33,2.11773834,-0.1659319711,-0.005430645238,Right,61.4,0.0306,0.0075,-1.8,1.814,31.9902,7.8,30.958,41.088,-1.364,-9.164,29.269,1.0333,-9.774,43.781,8530.0,7.2,69.909,0.896,-10.014,0.036,-0.001,0.005,16.15,74.365,77.152,-1.844,-2.002,46.325151,4.184108,3.821,-4.197,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 8.094468159598414, ""Y"": 4.459201926272094, ""Z"": 0.2016455108314657}, {""X"": 14.108572567831205, ""Y"": 7.588599913899864, ""Z"": 0.27840076395784463}, {""X"": 19.6688037450661, ""Y"": 10.2375266777497, ""Z"": 0.29250341285243975}, {""X"": 24.84908660815034, ""Y"": 12.398463591669746, ""Z"": 0.2565370931374037}, {""X"": 29.71208512356387, ""Y"": 14.068094096204028, ""Z"": 0.18069402562189515}, {""X"": 34.310598617146375, ""Y"": 15.246834338396816, ""Z"": 0.0731772696308966}, {""X"": 38.212081608549965, ""Y"": 15.885370558715257, ""Z"": -0.0436361899663048}, {""X"": 42.42587003876429, ""Y"": 16.14893259872811, ""Z"": -0.19409842023608653}, {""X"": 46.04005536932649, ""Y"": 15.985266988243612, ""Z"": -0.34139301570502006}, {""X"": 49.98245171609372, ""Y"": 15.362099096560748, ""Z"": -0.5190814705342502}, {""X"": 53.81588816638113, ""Y"": 14.283943466977044, ""Z"": -0.7065704127905144}, {""X"": 57.560056162761214, ""Y"": 12.761106233304409, ""Z"": -0.9012890465396945}, {""X"": 61.636778148718214, ""Y"": 10.559111843788214, ""Z"": -1.1233794515030282}, {""X"": 66.04520318789032, ""Y"": 7.529151173235949, ""Z"": -1.3714415519164633}, {""X"": 70.00710751371233, ""Y"": 4.2292207444089005, ""Z"": -1.5976182879689391}, {""X"": 74.34115285527933, ""Y"": 0.0013028251610904817, ""Z"": -1.8442644068370153}, {""X"": 74.69844062023937, ""Y"": 0.6975890207492625, ""Z"": -1.864444938153016}, {""X"": 75.04503910662228, ""Y"": 0.9211637217570399, ""Z"": -1.8840217115396345}, {""X"": 75.39968336774608, ""Y"": 0.6841120471578677, ""Z"": -1.9040529309637146}, {""X"": 75.74236501592989, ""Y"": 6.41958101397222e-05, ""Z"": -1.9234084709386}, {""X"": 76.04103018007159, ""Y"": 0.17268538607845585, ""Z"": -1.9402778470795652}, {""X"": 76.3388141571981, ""Y"": 0.0, ""Z"": -1.9570974518080322}, {""X"": 77.12121843990583, ""Y"": 0.0, ""Z"": -2.0012896567320464}]",[]
05fe5a15-3859-4d7d-b5db-40196d118274,05fe5a15-3859-4d7d-b5db-40196d118274,2.162171601,-0.1727110475,0.01143408467,Right,60.0,0.021,-0.0028,-5.6,2.065,32.7644,5.0,31.009,41.814,0.596,-4.404,29.083,1.0566,-4.211,47.695,9230.0,1.927,62.017,0.937,-4.328,0.113,-0.005,0.007,17.033,76.632,78.428,0.799,0.793,47.238564,4.306109,3.869,-1.962,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 15.458387264445745, ""Y"": 8.310841213201895, ""Z"": 0.4683258744651625}, {""X"": 21.184837523450895, ""Y"": 11.048546288212815, ""Z"": 0.5947992258013525}, {""X"": 26.50167159020767, ""Y"": 13.274526173941767, ""Z"": 0.6892160967878391}, {""X"": 31.479704022695945, ""Y"": 14.983884747790501, ""Z"": 0.7580772198926297}, {""X"": 36.17794727934766, ""Y"": 16.176205536327302, ""Z"": 0.8066100235498973}, {""X"": 40.159028047418786, ""Y"": 16.80464438771074, ""Z"": 0.8360890333075778}, {""X"": 44.455372752099684, ""Y"": 17.032036173123647, ""Z"": 0.856970110180579}, {""X"": 48.13877077605127, ""Y"": 16.814484016394474, ""Z"": 0.8667620500637395}, {""X"": 52.15614733498788, ""Y"": 16.10674808128354, ""Z"": 0.8699863251926614}, {""X"": 56.06298852509327, ""Y"": 14.919242992004417, ""Z"": 0.8667962412660176}, {""X"": 59.880241706833836, ""Y"": 13.26280388365849, ""Z"": 0.8588293704212026}, {""X"": 64.03913882434257, ""Y"": 10.88435703450682, ""Z"": 0.8461274912488355}, {""X"": 68.13396990213779, ""Y"": 7.950088077593305, ""Z"": 0.8311026154343479}, {""X"": 72.18767369411863, ""Y"": 4.466439301289475, ""Z"": 0.8154025050378588}, {""X"": 76.62647822190051, ""Y"": 0.001085988666361004, ""Z"": 0.7991541305040741}, {""X"": 76.86093611079681, ""Y"": 0.6993165537664083, ""Z"": 0.7983550043359876}, {""X"": 77.10105856499356, ""Y"": 0.9401296459297015, ""Z"": 0.7975365710654473}, {""X"": 77.34049992299886, ""Y"": 0.6983036545449863, ""Z"": 0.7967204592423572}, {""X"": 77.57187658092884, ""Y"": 5.293471980394315e-05, ""Z"": 0.7959318351725732}, {""X"": 77.77281531410547, ""Y"": 0.17562322857438062, ""Z"": 0.7952469556769916}, {""X"": 77.973317137727, ""Y"": 0.0, ""Z"": 0.7945635653377926}, {""X"": 78.42142549062889, ""Y"": 0.0, ""Z"": 0.7930362330175917}]",[]
d1191360-41f5-4d72-a60b-9b12ab6e122f,d1191360-41f5-4d72-a60b-9b12ab6e122f,2.185675243,-0.1702408194,-0.003942973765,Right,61.5,0.0318,0.0029,0.6,2.387,30.8629,6.0,29.638,41.854,0.506,-5.494,30.464,1.0413,-5.992,41.552,7820.0,6.128,76.519,0.729,-6.072,-0.004,0.0,0.0,15.737,70.953,74.358,0.633,0.603,46.584256,4.097506,3.905,-2.323,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 7.574520431814814, ""Y"": 4.361500956513535, ""Z"": 0.2860286372338146}, {""X"": 13.229660236374903, ""Y"": 7.414347722211394, ""Z"": 0.4597802399238886}, {""X"": 18.478959336637477, ""Y"": 9.993972766490113, ""Z"": 0.5899908700368968}, {""X"": 23.38741923799184, ""Y"": 12.09563270272304, ""Z"": 0.6848371577694461}, {""X"": 28.01041925972231, ""Y"": 13.717886640443801, ""Z"": 0.7510554459504464}, {""X"": 32.39485838899194, ""Y"": 14.862284108238118, ""Z"": 0.7941650053103912}, {""X"": 36.1239552094832, ""Y"": 15.48167972371414, ""Z"": 0.8167466957943684}, {""X"": 40.16044363617918, ""Y"": 15.736602153740966, ""Z"": 0.8278254949194717}, {""X"": 43.629380592490534, ""Y"": 15.576529176992496, ""Z"": 0.8273296365644218}, {""X"": 47.41993620898481, ""Y"": 14.969648400809023, ""Z"": 0.8174691289420639}, {""X"": 50.70583571996303, ""Y"": 14.058305006462247, ""Z"": 0.8021225710150807}, {""X"": 54.3249402375111, ""Y"": 12.623419807175587, ""Z"": 0.7791578279143048}, {""X"": 58.2686651455347, ""Y"": 10.530881011852914, ""Z"": 0.7484966626084094}, {""X"": 62.535912959982454, ""Y"": 7.634923210744521, ""Z"": 0.7108718762032525}, {""X"": 66.75425937643674, ""Y"": 4.124463649572103, ""Z"": 0.6715997916226608}, {""X"": 70.94956230061749, ""Y"": 0.0014367518348308295, ""Z"": 0.6330564840008311}, {""X"": 71.37622697279143, ""Y"": 0.6918330676951001, ""Z"": 0.6292487559743204}, {""X"": 71.78988807780222, ""Y"": 0.9134801368316516, ""Z"": 0.6255570770379245}, {""X"": 72.21290567538013, ""Y"": 0.678358881900536, ""Z"": 0.6217818969788653}, {""X"": 72.62159304792462, ""Y"": 7.424152236978898e-05, ""Z"": 0.6181346056693764}, {""X"": 72.97823774954449, ""Y"": 0.171448848163692, ""Z"": 0.614951764174519}, {""X"": 73.3336623253637, ""Y"": 0.0, ""Z"": 0.6117798115775256}, {""X"": 74.34912160153128, ""Y"": 0.0, ""Z"": 0.602717442465381}]",[]
84a6456c-4023-4707-8bd6-2ab30506e991,84a6456c-4023-4707-8bd6-2ab30506e991,2.085226261,-0.1560704738,0.01822295717,Right,65.4,0.0162,0.0063,-4.4,-1.169,36.4282,4.2,32.404,39.953,-3.716,-7.916,28.567,1.1242,-8.307,44.984,9300.0,2.0,62.943,0.986,-8.574,0.092,-0.003,0.005,20.945,88.274,89.458,-6.969,-7.097,49.750125,4.796899,3.745,-5.172,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 19.621882111029578, ""Y"": 10.59411825430457, ""Z"": -0.6778021421657875}, {""X"": 26.325540711462192, ""Y"": 13.901412910933068, ""Z"": -1.045151886482606}, {""X"": 31.808981450593432, ""Y"": 16.313382602644374, ""Z"": -1.398906016094672}, {""X"": 37.54084194522833, ""Y"": 18.42423459641192, ""Z"": -1.8189605200602996}, {""X"": 42.31637109192667, ""Y"": 19.763091071996296, ""Z"": -2.2064544123931022}, {""X"": 46.84491325702812, ""Y"": 20.59868856365107, ""Z"": -2.6033094276325683}, {""X"": 51.69691766821228, ""Y"": 20.94440767691578, ""Z"": -3.057454550351318}, {""X"": 56.33966084345205, ""Y"": 20.672106267425125, ""Z"": -3.516809392095435}, {""X"": 60.81383264954967, ""Y"": 19.79573373439354, ""Z"": -3.979021221269936}, {""X"": 65.15324993264349, ""Y"": 18.330225130522216, ""Z"": -4.442189361274613}, {""X"": 69.38675515711834, ""Y"": 16.290181406903148, ""Z"": -4.904688570978542}, {""X"": 73.08160512012526, ""Y"": 14.005038630564062, ""Z"": -5.314067232523387}, {""X"": 77.18289007543626, ""Y"": 10.912904178590555, ""Z"": -5.7715041350599625}, {""X"": 82.59746850182749, ""Y"": 5.941449677209862, ""Z"": -6.374585196576068}, {""X"": 87.99790714002691, ""Y"": 0.0010420801643107325, ""Z"": -6.968609752897703}, {""X"": 88.32150163829309, ""Y"": 1.0343083162913729, ""Z"": -7.003866389036226}, {""X"": 88.64262705780496, ""Y"": 4.494197114013332e-05, ""Z"": -7.038854012251149}, {""X"": 88.77759994870554, ""Y"": 0.18899011270477217, ""Z"": -7.0535597323281305}, {""X"": 88.91233519923968, ""Y"": 0.0, ""Z"": -7.0682395607801585}, {""X"": 89.17386782756155, ""Y"": 0.0, ""Z"": -7.096734361411646}]",[]
5a3feddc-c4a5-4660-9e45-8b8c3ff19d9b,5a3feddc-c4a5-4660-9e45-8b8c3ff19d9b,2.144523808,-0.1665246267,0.0204246831,Right,63.7,0.0182,0.0036,-5.0,0.76,34.6911,5.4,29.977,38.894,-1.359,-6.759,27.846,1.1573,-7.252,44.401,8560.0,3.159,65.229,0.989,-7.538,0.103,-0.004,0.008,18.237,83.537,86.242,-2.794,-2.955,47.188912,4.499798,3.749,-3.901,SpinRate,"[{""X"": 0.0, ""Y"": 0.0, ""Z"": 0.0}, {""X"": 17.2196046851946, ""Y"": 8.868583657455568, ""Z"": 0.0488754422993726}, {""X"": 23.545661784128356, ""Y"": 11.80251208928557, ""Z"": -0.028008137506554023}, {""X"": 29.391828002843482, ""Y"": 14.191999195645696, ""Z"": -0.1455468267356347}, {""X"": 34.841500581745365, ""Y"": 16.02931434579995, ""Z"": -0.29459910951595086}, {""X"": 39.96421369305337, ""Y"": 17.312414030707384, ""Z"": -0.46797156589008143}, {""X"": 44.29009559071488, ""Y"": 17.989790301482895, ""Z"": -0.6379148419707749}, {""X"": 48.94438880999864, ""Y"": 18.23658153551101, ""Z"": -0.8428509286644453}, {""X"": 52.924031012826795, ""Y"": 18.00506396693778, ""Z"": -1.0344638211808046}, {""X"": 57.2545625708145, ""Y"": 17.247418108209782, ""Z"": -1.2580226205707736}, {""X"": 60.995811311286424, ""Y"": 16.141403447297343, ""Z"": -1.4619788673157688}, {""X"": 65.10547633027186, ""Y"": 14.421602846000921, ""Z"": -1.6954513384984566}, {""X"": 69.57401250837962, ""Y"": 11.933419429388852, ""Z"": -1.9577488385772652}, {""X"": 74.40213731787036, ""Y"": 8.509077110951539, ""Z"": -2.2472464047177976}, {""X"": 78.74067196244414, ""Y"": 4.779608011269651, ""Z"": -2.509211616699735}, {""X"": 83.48955437098701, ""Y"": 0.00137552182624745, ""Z"": -2.794015749195059}, {""X"": 83.83058134082658, ""Y"": 0.7154318550966821, ""Z"": -2.8143055373456045}, {""X"": 84.17952932278604, ""Y"": 0.9616247733758598, ""Z"": -2.835066595135821}, {""X"": 84.52716409262776, ""Y"": 0.7141599603815791, ""Z"": -2.855749521872816}, {""X"": 84.8629885756527, ""Y"": 7.146005407321354e-05, ""Z"": -2.875729782283337}, {""X"": 85.15405832493909, ""Y"": 0.17844371101472234, ""Z"": -2.8930473086781667}, {""X"": 85.44427975056902, ""Y"": 0.0, ""Z"": -2.910314363630509}, {""X"": 86.18651364282647, ""Y"": 0.0, ""Z"": -2.954474414780504}]",[]
